id,observed_on,time_observed_at,user_id,user_name,quality_grade,num_identification_agreements,num_identification_disagreements,latitude,longitude,positional_accuracy,place_town_name,place_county_name,species_guess,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,ward_name,name_en
319728482,2005-04-04,2005-04-04 02:27:00 UTC,9483455,Rakesh Dhareshwar,research,2,0,13.0455257927,77.5834973427,4,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Hebbal Kempapura
2730908,2016-02-29,2016-02-29 12:01:07 UTC,182759,,research,4,0,12.939379303,77.5772976388,65,,Bangalore,Honey Bees,Apis,Honey Bees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,,,,,,,Yediyur
2745553,2016-02-22,2016-02-22 15:49:12 UTC,12158,Erika Mitchell,research,3,0,12.94739,77.581275,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Vishveshwara Puram
2745554,2016-02-22,2016-02-22 15:49:22 UTC,12158,Erika Mitchell,research,3,0,12.9473883333,77.581275,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Vishveshwara Puram
2745557,2016-02-22,2016-02-22 16:34:19 UTC,12158,Erika Mitchell,research,6,0,12.9441566667,77.5812133333,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Vishveshwara Puram
2745565,2016-02-22,2016-02-22 17:51:24 UTC,12158,Erika Mitchell,research,6,0,12.94793,77.582265,,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Vishveshwara Puram
4705139,2016-12-04,2016-12-04 10:11:52 UTC,342643,Firos AK,research,4,0,12.9902861227,77.6636359468,1376,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,C V Raman Nagar
87827125,2016-08-25,2016-08-25 06:27:00 UTC,4459882,Praveen T,research,3,0,12.9632757223,77.6936850787,206,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Dodda Nekkundi
139538973,2016-07-16,2016-07-16 07:30:29 UTC,1368715,Ranjeet Menon,research,2,0,13.0142866496,77.6833236963,208,,Bangalore,Yellow-headed Carpenter,Xylocopa ruficornis,Yellow-headed Carpenter,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa ruficornis,,,,,,Kalkere
139539360,2016-06-26,2016-06-26 08:59:48 UTC,1368715,Ranjeet Menon,research,3,0,13.0142866496,77.6833236963,208,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Kalkere
7725447,2017-08-31,2017-08-31 13:48:18 UTC,299389,Arjun C.P.,research,3,0,13.029419899,77.5628356934,,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Aramane Nagara
7862433,2017-05-20,,258303,Subbu Ramanathan,research,2,0,12.882994,77.528007,129,,Bangalore,Koptortosoma,Koptortosoma,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,,,,,,,Hemmigepura
7978289,2017-09-09,,258303,Subbu Ramanathan,research,1,0,12.881948,77.528222,,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Hemmigepura
7996295,2017-07-15,,258303,Subbu Ramanathan,research,4,1,12.882826,77.526119,129,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Hemmigepura
9609259,2017-10-19,2017-10-19 12:32:06 UTC,747888,Arkesh Shenoy,research,2,0,12.9224014282,77.6584472656,,,Bangalore,Sceliphron madraspatanum,Sceliphron madraspatanum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron madraspatanum,,,,,,Agaram
29302858,2017-09-06,2017-09-06 05:43:00 UTC,1994084,Subhadra Devi,research,6,0,13.0577649495,77.6400098,31,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Horamavu
34052961,2017-11-10,2017-11-10 02:50:00 UTC,862610,Hareesha A S,research,3,0,13.0819401517,77.5755306401,946,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Byatarayanapura
34052975,2017-11-09,2017-11-09 09:00:00 UTC,862610,Hareesha A S,research,4,0,13.0819401517,77.5755306401,946,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Byatarayanapura
34052978,2017-11-10,2017-11-10 02:51:00 UTC,862610,Hareesha A S,research,4,0,13.0819401517,77.5755306401,946,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Byatarayanapura
34052988,2017-11-10,2017-11-10 02:52:00 UTC,862610,Hareesha A S,research,4,0,13.0819401517,77.5755306401,946,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Byatarayanapura
34055148,2017-10-13,2017-10-13 11:54:00 UTC,862610,Hareesha A S,research,2,0,13.0797665034,77.5777622276,909,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
34055184,2017-08-14,2017-08-14 12:19:00 UTC,862610,Hareesha A S,research,2,0,13.0797665034,77.5777622276,909,,Bangalore,Isodontia edax,Isodontia edax,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Isodontia,,Isodontia edax,,,,,,Byatarayanapura
34055249,2017-09-01,2017-09-01 12:14:00 UTC,862610,Hareesha A S,research,2,0,13.0797665034,77.5777622276,909,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
34057125,2017-09-19,2017-09-19 11:45:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778,,Bangalore,Yellow-headed Carpenter,Xylocopa ruficornis,Yellow-headed Carpenter,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa ruficornis,,,,,,Byatarayanapura
34057188,2017-11-10,2017-11-10 03:07:00 UTC,862610,Hareesha A S,research,4,0,13.0790139643,77.5766464392,778,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Byatarayanapura
34057208,2017-10-18,2017-10-18 11:52:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
34057215,2017-10-18,2017-10-18 11:57:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
34057218,2017-10-18,2017-10-18 11:58:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
34057220,2017-11-10,2017-11-10 03:12:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Byatarayanapura
34057221,2017-11-10,2017-11-10 03:12:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Byatarayanapura
34057225,2017-11-09,2017-11-09 12:07:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Byatarayanapura
34057230,2017-10-18,2017-10-18 12:06:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
34057233,2017-10-18,2017-10-18 12:09:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
93704609,2017-06-28,2017-06-28 05:25:00 UTC,337978,Karthik Thrikkadeeri,research,4,0,12.9336430093,77.6043004863,350,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Suddagunte Palya
106236645,2017-02-21,2017-02-21 10:52:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Vishveshwara Puram
106236646,2017-02-21,2017-02-21 10:55:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Vishveshwara Puram
106236652,2017-02-25,2017-02-25 09:12:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Vishveshwara Puram
106236654,2017-02-25,2017-02-25 10:56:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Vishveshwara Puram
106236655,2017-02-25,2017-02-25 11:18:00 UTC,2362965,Karthik,research,3,0,12.9507432,77.5847773,1390,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Vishveshwara Puram
10322768,2018-03-20,2018-03-20 07:59:44 UTC,100735,Chandan Pandey,research,6,0,13.0711611667,77.579545,65,,Bangalore,Red Dwarf Honey Bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Byatarayanapura
10684002,2018-03-27,,497736,Prashant Hulamani,research,5,0,13.0773666667,77.5778888889,65,,Bangalore,Red Dwarf Honey Bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Byatarayanapura
10732962,2018-01-24,2018-01-24 17:30:00 UTC,497736,Prashant Hulamani,research,4,0,12.9715987,77.5945627,38456,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Ashok Nagar
10732983,2018-01-24,2018-01-24 17:30:00 UTC,497736,Prashant Hulamani,research,2,0,12.9715987,77.5945627,38456,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Ashok Nagar
10732996,2018-01-24,2018-01-24 17:30:00 UTC,497736,Prashant Hulamani,research,4,0,12.9715987,77.5945627,38456,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Ashok Nagar
10732998,2018-01-24,2018-01-24 17:30:00 UTC,497736,Prashant Hulamani,research,5,0,12.9715987,77.5945627,38456,,Bangalore,Red Dwarf-Honey bee,Apis florea,Red Dwarf Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis florea,,,,,,Ashok Nagar
10733001,2018-01-24,2018-01-24 17:30:00 UTC,497736,Prashant Hulamani,research,2,0,12.9715987,77.5945627,38456,,Bangalore,Westwood's Pronged-Nomia,Nomia westwoodi,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Nomia,,Nomia westwoodi,,,,,,Ashok Nagar
10733004,2018-01-24,2018-01-24 17:30:00 UTC,497736,Prashant Hulamani,research,2,0,12.9715987,77.5945627,38456,,Bangalore,Westwood's Pronged-Nomia,Nomia westwoodi,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Nomia,,Nomia westwoodi,,,,,,Ashok Nagar
14638079,2018-04-01,2018-04-01 05:03:29 UTC,1094380,Harshwardhan Medhekar,research,5,0,13.0172390231,77.567201145,17,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Aramane Nagara
14638583,2018-04-01,2018-04-01 04:56:29 UTC,1094380,Harshwardhan Medhekar,research,2,0,13.0172148502,77.5671766698,9,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Aramane Nagara
16955927,2018-09-24,2018-09-24 07:07:00 UTC,1076298,Sandeep Rājkumār,research,4,0,12.9405715094,77.5988051959,28,,Bangalore,Giant Honey Bee,Apis dorsata,Giant Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis dorsata,,,,,,Lakkasandra
17705249,2018-10-21,2018-10-21 08:44:00 UTC,730264,Natasha Haggard,research,2,0,12.9734674,77.6182098,166,,Bangalore,Asian Honey Bee,Apis cerana,Asian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,,,,,Ulsoor
35041466,2018-10-24,2018-10-24 11:58:00 UTC,862610,Hareesha A S,research,2,0,13.0788468558,77.576303098,676,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
35041500,2018-01-04,2018-01-04 11:22:00 UTC,862610,Hareesha A S,research,2,0,13.0788468558,77.576303098,676,,Bangalore,Sceliphron madraspatanum,Sceliphron madraspatanum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron madraspatanum,,,,,,Byatarayanapura
35041515,2018-01-12,2018-01-12 06:14:00 UTC,862610,Hareesha A S,research,2,0,13.0788468558,77.576303098,676,,Bangalore,Slender-scaped Carpenter Bee,Xylocopa tenuiscapa,Slender-scaped Carpenter Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,,Xylocopa tenuiscapa,,,,,,Byatarayanapura
41227910,2018-12-02,2018-12-02 05:28:00 UTC,2362965,Karthik,research,2,0,13.035692,77.577666,40,,Bangalore,Indian Honey Bee,Apis cerana indica,Indian Honey Bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis cerana,,Apis cerana indica,,,,Sanjaya Nagar
46640674,2018-04-23,2018-04-23 05:44:00 UTC,2499841,kiranotsarg,research,2,0,13.0190055556,77.5626222222,200,,Bangalore,Sceliphron coromandelicum,Sceliphron coromandelicum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,,Sceliphron coromandelicum,,,,,,Aramane Nagara
52557109,2018-07-22,,2025878,Ashwin Viswanathan,research,2,0,13.0668062778,77.5828285,,,Bangalore,Westwood's Pronged-Nomia,Nomia westwoodi,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Nomia,,Nomia westwoodi,,,,,,Byatarayanapura
