id,observed_on,time_observed_at,user_id,user_name,quality_grade,num_identification_agreements,num_identification_disagreements,latitude,longitude,positional_accuracy,place_town_name,place_county_name,species_guess,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,name_en
66175793,2017-11-05,2017-11-05 04:47:00 UTC,258303,Subbu Ramanathan,research,3,0,12.8818436,77.5271645,307,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Hemmigepura
99361300,2017-03-03,,457076,Abhishek Timothy Gopal,research,1,0,13.0709266818,77.5801971182,200,,Bangalore,Delta conoideum,Delta conoideum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta conoideum,,,,,Byatarayanapura
10545796,2018-04-01,2018-04-01 09:31:13 UTC,747888,Arkesh Shenoy,research,2,0,12.9261207581,77.6645507813,,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Ibluru
10732604,2018-04-05,,497736,Prashant Hulamani,research,2,0,13.0776591,77.5804659,2428,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Byatarayanapura
10732605,2018-04-05,,497736,Prashant Hulamani,research,2,0,13.0776591,77.5804659,2428,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Byatarayanapura
10732606,2018-04-05,,497736,Prashant Hulamani,research,2,0,13.0776591,77.5804659,2428,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Byatarayanapura
14441103,2018-07-17,2018-07-17 05:45:42 UTC,342643,Firos AK,research,5,0,12.9885712905,77.6638515294,1376,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,C V Raman Nagar
15605979,2018-08-18,2018-08-18 04:56:03 UTC,1030702,,research,2,0,13.0769051074,77.6397331674,22,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Kogilu
16654950,2018-09-16,2018-09-16 03:24:00 UTC,1092902,Chethan Rao,research,1,0,12.9197013248,77.677571699,66,,Bangalore,Lesser Banded Hornet,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Varthuru
36860271,2018-07-29,2018-07-29 06:15:00 UTC,2499841,kiranotsarg,research,2,0,13.0153416667,77.5679944444,65,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Aramane Nagara
36860275,2018-02-24,2018-02-24 11:57:00 UTC,2499841,kiranotsarg,research,3,0,13.0297888889,77.5634777778,5,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
36860278,2018-03-07,2018-03-07 11:04:00 UTC,2499841,kiranotsarg,research,3,0,13.0150361111,77.5683527778,65,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Aramane Nagara
37190490,2018-08-31,2018-08-31 11:03:00 UTC,2362965,Karthik,research,2,0,13.035703,77.577677,30,,Bangalore,Polistes stigma tamulus,Polistes stigma tamulus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,Polistes stigma tamulus,,,Sanjaya Nagar
45408834,2018-02-02,2018-02-02 09:29:00 UTC,2499841,kiranotsarg,research,2,0,13.0153277778,77.5679555556,10,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
45408851,2018-02-24,2018-02-24 11:57:00 UTC,2499841,kiranotsarg,research,3,0,13.0297888889,77.5634777778,5,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
67092883,2018-06-10,2018-06-10 03:13:00 UTC,258303,Subbu Ramanathan,research,1,0,12.8832660049,77.5250187148,726,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Hemmigepura
107304270,2018-01-19,2018-01-19 07:13:00 UTC,2362965,Karthik,research,3,0,13.019176,77.577639,100,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
107304271,2018-01-19,2018-01-19 07:19:00 UTC,2362965,Karthik,research,3,0,13.019176,77.577639,100,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Aramane Nagara
107750879,2018-07-31,2018-07-31 05:00:00 UTC,2362965,Karthik,research,2,0,13.035703,77.577677,30,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Sanjaya Nagar
107750882,2018-08-16,2018-08-16 10:03:00 UTC,2362965,Karthik,research,2,0,13.035703,77.577677,30,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Sanjaya Nagar
107754285,2018-09-10,2018-09-10 12:38:00 UTC,2362965,Karthik,research,2,0,13.035703,77.577677,30,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Sanjaya Nagar
19814868,2019-01-20,2019-01-20 09:57:14 UTC,202610,Bijoy Venugopal,research,6,0,12.9286383333,77.6790333333,,,Bangalore,Small Brown Paper Wasps,Ropalidia,Small Brown Paper Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,,,,,,Bellanduru
26755832,2019-06-09,2019-06-09 12:05:00 UTC,572465,,research,3,0,12.8954572895,77.5923641086,428,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Bilekhalli
28975119,2019-07-03,2019-07-03 06:14:32 UTC,700759,Vena Kapoor,research,2,0,13.0679330826,77.5789260864,,,Bangalore,Okinawa Mud Wasp,Delta esuriens,Okinawa Mud Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta esuriens,,,,,Byatarayanapura
29238959,2019-05-29,2019-05-29 05:09:17 UTC,2029941,Abhisheka Krishnagopal,research,3,0,12.9089590743,77.4907279339,56,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Kengeri
29439584,2019-07-24,2019-07-24 08:03:18 UTC,63135,Suhel Quader,research,2,0,13.0674285889,77.5814666748,,,Bangalore,Ropalidia marginata marginata,Ropalidia marginata marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,Ropalidia marginata marginata,,,Byatarayanapura
29692801,2019-07-28,2019-07-28 03:30:00 UTC,2047216,Revathe Thillaikumar,research,4,1,13.06765571,77.60965738,12,,Bangalore,黃腰胡蜂,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Jakkuru
29768726,2019-07-29,2019-07-29 05:01:44 UTC,700759,Vena Kapoor,research,4,0,13.0677881241,77.5787582397,,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Byatarayanapura
29853214,2019-07-28,2019-07-28 14:36:00 UTC,1888676,,research,1,0,12.8934072,77.5945238,214,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Bilekhalli
30851195,2019-08-15,2019-08-15 08:12:30 UTC,1993683,Rohit Naniwadekar,research,2,0,13.0679388046,77.5779724121,,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Byatarayanapura
31840542,2019-08-25,2019-08-25 05:45:00 UTC,258303,Subbu Ramanathan,research,2,0,12.8950781905,77.592370627,311,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Bilekhalli
33641154,2019-09-30,2019-09-30 09:47:54 UTC,63135,Suhel Quader,research,3,0,13.0677814484,77.5786743164,,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Byatarayanapura
33876938,2019-10-05,2019-10-05 05:16:00 UTC,342643,Firos AK,research,2,0,12.9793254,77.6641841,2037,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,New Tippasandara
34057582,2019-08-16,2019-08-16 03:46:54 UTC,2029941,Abhisheka Krishnagopal,research,2,0,12.9090170285,77.490792735,67,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Kengeri
34440526,2019-10-16,2019-10-16 03:53:30 UTC,1994093,Mittal Gala,research,3,0,13.021809612,77.566992268,9,,Bangalore,Lesser Banded Hornet,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Aramane Nagara
34486493,2019-10-17,2019-10-17 06:02:01 UTC,1994093,Mittal Gala,research,2,0,13.0673160553,77.5782775879,,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Byatarayanapura
34623290,2019-08-31,2019-08-31 10:48:00 UTC,2362965,Karthik,research,2,0,12.9715987,77.5945627,38456,,Bangalore,Polistes stigma tamula,Polistes stigma tamulus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,Polistes stigma tamulus,,,Ashok Nagar
35913513,2019-03-01,,2448505,,research,4,0,12.9241083333,77.5638416667,,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Devagiri Temple Ward
36637013,2019-12-14,2019-12-14 05:02:01 UTC,2468551,Chandu Bandi,research,1,0,12.8966950161,77.6615478471,9,,Bangalore,Potter and Mason Wasps,Eumeninae,Potter and Mason Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,,,,,,,,Bellanduru
36669709,2019-12-14,2019-12-14 07:41:00 UTC,258303,Subbu Ramanathan,research,2,0,12.880195434,77.5295185111,12,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Hemmigepura
36860276,2019-05-17,2019-05-17 11:51:00 UTC,2499841,kiranotsarg,research,2,0,13.0150944444,77.5682972222,5,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Aramane Nagara
37124375,2019-12-31,2019-12-31 08:08:19 UTC,1512990,Anon Ray,research,3,0,12.8916485973,77.5573312469,10,,Bangalore,Ropalidia marginata,Ropalidia marginata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia marginata,,,,,Vasanthpura
45290776,2019-04-01,2019-04-01 04:33:33 UTC,2928213,Prejin,research,2,0,13.0000668757,77.6351770386,526,,Bangalore,Delta conoideum,Delta conoideum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta conoideum,,,,,Maruthi Seva Nagar
63628528,2019-01-11,2019-01-11 05:13:00 UTC,748483,Prashanth,research,3,0,12.924875042,77.5876553779,34,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Shakambari Nagar
65226431,2019-01-19,2019-01-19 04:45:00 UTC,748483,Prashanth,research,2,0,12.9248473147,77.5878752448,66,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Shakambari Nagar
67135873,2019-04-06,2019-04-06 10:41:00 UTC,258303,Subbu Ramanathan,research,3,0,12.8794155716,77.5297049619,178,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Hemmigepura
103464331,2019-01-03,2019-01-03 06:31:00 UTC,2362965,Karthik,research,2,0,13.035692,77.577666,40,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Sanjaya Nagar
103464333,2019-01-03,2019-01-03 06:39:00 UTC,2362965,Karthik,research,3,0,13.035692,77.577666,40,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Sanjaya Nagar
103464339,2019-01-08,2019-01-08 04:10:00 UTC,2362965,Karthik,research,3,0,13.035692,77.577666,40,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Sanjaya Nagar
103464345,2019-01-13,2019-01-13 10:49:00 UTC,2362965,Karthik,research,2,0,13.035692,77.577666,40,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Sanjaya Nagar
103518225,2019-01-15,2019-01-15 11:14:00 UTC,2362965,Karthik,research,3,0,13.035692,77.577666,40,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Sanjaya Nagar
103573765,2019-04-14,2019-04-14 04:40:00 UTC,2362965,Karthik,research,2,0,13.035692,77.577666,40,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Sanjaya Nagar
