id,observed_on,time_observed_at,user_id,user_name,quality_grade,num_identification_agreements,num_identification_disagreements,latitude,longitude,positional_accuracy,place_town_name,place_county_name,species_guess,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,name_en
7357259,2017-07-23,2017-07-23 04:04:56 UTC,202610,Bijoy Venugopal,research,2,0,12.9486043133,77.5860233184,31,,Bangalore,Lesser Banded Hornet,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Vishveshwara Puram
7996280,2017-07-15,,258303,Subbu Ramanathan,needs_id,1,0,12.882826,77.526119,129,,Bangalore,sagittarius/stigma-group Paper Wasps,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Hemmigepura
8151735,2017-08-20,2017-08-20 02:41:04 UTC,347263,Kishore,needs_id,1,0,12.8823662305,77.524750158,258,,Bangalore,Ropalidia,Ropalidia variegata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia variegata,,,,,Hemmigepura
8270680,2017-06-30,2017-06-30 14:54:00 UTC,63135,Suhel Quader,needs_id,1,0,13.0698992576,77.5771658007,222,,Bangalore,Ropalidia,Ropalidia jacobsoni,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia jacobsoni,,,,,Byatarayanapura
8270681,2017-06-30,2017-06-30 14:54:00 UTC,63135,Suhel Quader,needs_id,1,0,13.0699410606,77.5769083097,161,,Bangalore,Small Brown Paper Wasps,Ropalidia jacobsoni,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia jacobsoni,,,,,Byatarayanapura
8998450,2017-11-26,,63135,Suhel Quader,research,2,0,13.1493740082,77.4930877686,,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,
9097465,2017-12-09,2017-12-09 09:48:00 UTC,342643,Firos AK,research,2,0,12.9854542,77.6639248,1541,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,C V Raman Nagar
9097477,2017-12-09,,342643,Firos AK,research,7,0,12.985454,77.663925,2320,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,C V Raman Nagar
9177944,2017-12-17,2017-12-17 10:17:43 UTC,63135,Suhel Quader,research,2,0,13.0685944958,77.5781103596,258,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Byatarayanapura
9292820,2017-12-27,2017-12-27 09:44:00 UTC,202610,Bijoy Venugopal,research,3,0,12.915795,77.6039716667,5,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Someswara Temple Ward
14770570,2017-11-25,2017-11-25 07:38:56 UTC,1097231,Rajesh Balakrishnan,research,2,0,12.9891907092,77.6625583693,66,"CV Raman Nagar, Bangalore",Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,C V Raman Nagar
34057122,2017-10-18,2017-10-18 10:44:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Byatarayanapura
34057124,2017-10-18,2017-10-18 10:46:00 UTC,862610,Hareesha A S,research,3,0,13.0790139643,77.5766464392,778,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Byatarayanapura
34057129,2017-10-18,2017-10-18 10:47:00 UTC,862610,Hareesha A S,research,2,0,13.0790139643,77.5766464392,778,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Byatarayanapura
34057210,2017-10-18,2017-10-18 11:56:00 UTC,862610,Hareesha A S,needs_id,1,0,13.0790139643,77.5766464392,778,,Bangalore,Rhynchium brunneum,Rhynchium brunneum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Rhynchium,,Rhynchium brunneum,,,,,Byatarayanapura
66175793,2017-11-05,2017-11-05 04:47:00 UTC,258303,Subbu Ramanathan,research,3,0,12.8818436,77.5271645,307,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Hemmigepura
66424154,2017-07-08,2017-07-08 10:18:00 UTC,258303,Subbu Ramanathan,needs_id,1,0,12.8793214393,77.5299946402,192,,Bangalore,Small Brown Paper Wasps,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Hemmigepura
67255209,2017-09-19,2017-09-19 08:31:00 UTC,258303,Subbu Ramanathan,needs_id,2,0,12.8796758206,77.5300131753,126,,Bangalore,Eumenes,Eumenes,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Eumenes,,,,,,,Hemmigepura
74507643,2017-12-21,2017-12-21 07:50:00 UTC,3396818,Thomas Job,research,3,0,12.8543147,77.5099453,212,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,
93706898,2017-07-25,2017-07-25 15:13:00 UTC,337978,Karthik Thrikkadeeri,needs_id,1,0,12.9336430093,77.6043004863,350,,Bangalore,Small Brown Paper Wasps,Ropalidia jacobsoni,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia jacobsoni,,,,,Suddagunte Palya
99361300,2017-03-03,,457076,Abhishek Timothy Gopal,research,1,0,13.0709266818,77.5801971182,200,,Bangalore,Delta conoideum,Delta conoideum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta conoideum,,,,,Byatarayanapura
233504362,2017-10-24,2017-10-24 02:25:00 UTC,862610,Hareesha A S,needs_id,1,0,13.0764244434,77.576272709,21,,Bangalore,Paper Wasps,Polistinae,Paper Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,,,,,,,,,,Byatarayanapura
10545796,2018-04-01,2018-04-01 09:31:13 UTC,747888,Arkesh Shenoy,research,2,0,12.9261207581,77.6645507813,,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Ibluru
10640305,2018-04-05,,497736,Prashant Hulamani,needs_id,4,0,13.0776591,77.5804659,2428,,Bangalore,Potter Wasps,Eumeninae,Potter and Mason Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,,,,,,,,Byatarayanapura
10732604,2018-04-05,,497736,Prashant Hulamani,research,2,0,13.0776591,77.5804659,2428,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Byatarayanapura
10732605,2018-04-05,,497736,Prashant Hulamani,research,2,0,13.0776591,77.5804659,2428,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Byatarayanapura
10732606,2018-04-05,,497736,Prashant Hulamani,research,2,0,13.0776591,77.5804659,2428,,Bangalore,Phimenes flavopictus flavopictus,Phimenes flavopictus flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,Phimenes flavopictus flavopictus,,,Byatarayanapura
14113425,2018-07-06,2018-07-06 07:31:10 UTC,617428,Jenis,needs_id,1,0,13.065823555,77.5775222778,,,Bangalore,Small Brown Paper Wasps,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Byatarayanapura
14441103,2018-07-17,2018-07-17 05:45:42 UTC,342643,Firos AK,research,5,0,12.9885712905,77.6638515294,1376,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,C V Raman Nagar
15541836,2018-08-17,2018-08-17 03:45:21 UTC,862610,Hareesha A S,needs_id,5,1,13.07648193,77.57704788,6,,Bangalore,"Hornets, Paper Wasps, Potter Wasps, and Allies",Vespidae,"Hornets, Paper Wasps, Potter Wasps, and Allies",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,,,,,,,,,,,,Byatarayanapura
15605979,2018-08-18,2018-08-18 04:56:03 UTC,1030702,,research,2,0,13.0769051074,77.6397331674,22,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,Kogilu
16654950,2018-09-16,2018-09-16 03:24:00 UTC,1092902,Chethan Rao,research,1,0,12.9197013248,77.677571699,66,,Bangalore,Lesser Banded Hornet,Vespa affinis,Lesser Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa affinis,,,,,Varthuru
18470499,2018-05-02,2018-05-02 08:42:36 UTC,1352235,,research,1,0,12.8133587822,77.5185893984,61799,,Bangalore,Delta esuriens esuriens,Delta esuriens esuriens,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta esuriens,,Delta esuriens esuriens,,,
19589879,2018-08-13,2018-08-13 14:40:25 UTC,747888,Arkesh Shenoy,needs_id,2,0,12.9262193612,77.6642478257,344,,Bangalore,Umbrella Paper Wasps,Polistes,Umbrella Paper Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,,,,,,Ibluru
19589900,2018-08-30,2018-08-30 14:54:31 UTC,747888,Arkesh Shenoy,needs_id,3,0,12.9260149002,77.6643371582,,,Bangalore,Paper Wasps,Polistinae,Paper Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,,,,,,,,,,Ibluru
29243521,2018-07-28,2018-07-28 04:08:41 UTC,2029941,Abhisheka Krishnagopal,needs_id,4,0,12.908981852,77.490616894,85,,Bangalore,Small Brown Paper Wasps,Ropalidia,Small Brown Paper Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,,,,,,Kengeri
36860268,2018-02-13,2018-02-13 06:01:00 UTC,2499841,kiranotsarg,needs_id,3,0,13.0190722222,77.5626444444,10,,Bangalore,Small Brown Paper Wasps,Ropalidia,Small Brown Paper Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,,,,,,Aramane Nagara
36860271,2018-07-29,2018-07-29 06:15:00 UTC,2499841,kiranotsarg,research,2,0,13.0153416667,77.5679944444,65,,Bangalore,Ropalidia cyathiformis,Ropalidia cyathiformis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,Ropalidia cyathiformis,,,,,Aramane Nagara
36860275,2018-02-24,2018-02-24 11:57:00 UTC,2499841,kiranotsarg,research,3,0,13.0297888889,77.5634777778,5,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
36860278,2018-03-07,2018-03-07 11:04:00 UTC,2499841,kiranotsarg,research,3,0,13.0150361111,77.5683527778,65,,Bangalore,Phimenes flavopictus,Phimenes flavopictus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Phimenes,,Phimenes flavopictus,,,,,Aramane Nagara
37190490,2018-08-31,2018-08-31 11:03:00 UTC,2362965,Karthik,research,2,0,13.035703,77.577677,30,,Bangalore,Polistes stigma tamulus,Polistes stigma tamulus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,Polistes stigma tamulus,,,Sanjaya Nagar
45408834,2018-02-02,2018-02-02 09:29:00 UTC,2499841,kiranotsarg,research,2,0,13.0153277778,77.5679555556,10,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
45408851,2018-02-24,2018-02-24 11:57:00 UTC,2499841,kiranotsarg,research,3,0,13.0297888889,77.5634777778,5,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
48778569,2018-09-29,2018-09-29 17:39:00 UTC,5043,Haneesh K M,research,1,0,12.9150945315,77.4696979879,122,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,
50367007,2018-02-24,2018-02-24 03:08:52 UTC,1870339,Prem Prakash Garg,research,2,0,12.8168067932,77.6273040771,,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,
55498351,2018-10-25,2018-10-25 08:39:00 UTC,2481502,Ashraf,research,2,0,12.8574179722,77.761818,,,Bangalore,Greater Banded Hornet,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,
65007280,2018-11-18,2018-11-18 02:07:00 UTC,258303,Subbu Ramanathan,needs_id,3,0,12.9183126,77.680097,384,,Bangalore,Small Brown Paper Wasps,Ropalidia,Small Brown Paper Wasps,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Ropalidiini,,Ropalidia,,,,,,,Varthuru
66097359,2018-01-06,2018-01-06 03:13:00 UTC,258303,Subbu Ramanathan,research,1,0,12.8494418,77.4884542,210,,Bangalore,熱帶胡蜂,Vespa tropica,Greater Banded Hornet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa tropica,,,,,
66994556,2018-11-04,2018-11-04 07:07:00 UTC,258303,Subbu Ramanathan,needs_id,1,0,12.8792168507,77.5294903855,213,,Bangalore,Rhynchium brunneum,Rhynchium brunneum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Rhynchium,,Rhynchium brunneum,,,,,Hemmigepura
67092883,2018-06-10,2018-06-10 03:13:00 UTC,258303,Subbu Ramanathan,research,1,0,12.8832660049,77.5250187148,726,,Bangalore,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,,Hemmigepura
107304270,2018-01-19,2018-01-19 07:13:00 UTC,2362965,Karthik,research,3,0,13.019176,77.577639,100,,Bangalore,Delta pyriforme pyriforme,Delta pyriforme pyriforme,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Delta,,Delta pyriforme,,Delta pyriforme pyriforme,,,Aramane Nagara
